orderid,orderdate,shipmode,customerid,productid,category,subcategory,quantity,profit,discountpercentage,price
US-2017-146213,2017-09-09,Standard Class,MC-17605,TEC-AC-10001114,Technology,Accessories,4,51.19,0,159.96
CA-2015-108588,2015-01-05,Standard Class,BG-11695,OFF-AR-10001615,Office Supplies,Art,3,15.48,0,59.52
CA-2015-108588,2015-01-05,Standard Class,BG-11695,OFF-EN-10000461,Office Supplies,Envelopes,2,8.22,0,17.48
CA-2015-108588,2015-01-05,Standard Class,BG-11695,OFF-BI-10004506,Office Supplies,Binders,2,4.61,20,13.17
US-2017-138086,2017-04-16,Standard Class,JO-15550,OFF-AP-10000027,Office Supplies,Appliances,3,12.22,0,40.74
CA-2015-139374,2015-09-10,Standard Class,AR-10345,FUR-CH-10003981,Furniture,Chairs,1,-2.57,30,179.89
CA-2016-113978,2016-09-25,Standard Class,TS-21505,OFF-AP-10003849,Office Supplies,Appliances,1,17.89,20,286.26
CA-2016-113978,2016-09-25,Standard Class,TS-21505,OFF-ST-10004963,Office Supplies,Storage,2,-4.84,20,24.22
CA-2016-113978,2016-09-25,Standard Class,TS-21505,OFF-ST-10002574,Office Supplies,Storage,3,-82.88,20,331.54
US-2015-150231,2015-03-16,Second Class,JK-15640,OFF-AR-10001761,Office Supplies,Art,3,6.31,0,17.52
CA-2016-106915,2016-11-26,Standard Class,GA-14515,OFF-AR-10000716,Office Supplies,Art,4,4.24,20,17.86
US-2016-109260,2016-09-26,Standard Class,TN-21040,TEC-AC-10002637,Technology,Accessories,3,-75.6,20,431.98
CA-2017-104850,2017-06-13,Standard Class,TW-21025,FUR-CH-10003774,Furniture,Chairs,4,-25.47,20,291.14
CA-2017-140508,2017-09-18,First Class,PA-19060,OFF-EN-10000927,Office Supplies,Envelopes,4,35.89,20,114.85
CA-2017-143294,2017-06-02,Standard Class,JD-15790,OFF-PA-10000743,Office Supplies,Paper,2,3.74,20,10.69
CA-2016-165673,2016-05-15,Second Class,MN-17935,OFF-PA-10000697,Office Supplies,Paper,4,5.52,20,15.23
CA-2017-134418,2017-09-15,Standard Class,GM-14500,OFF-AR-10004441,Office Supplies,Art,3,5.22,0,12.42
US-2016-106313,2016-08-22,Standard Class,DG-13300,OFF-PA-10001870,Office Supplies,Paper,3,9.33,0,19.44
CA-2014-105872,2014-05-30,Standard Class,JG-15160,OFF-BI-10003684,Office Supplies,Binders,4,26.39,20,70.37
CA-2017-108287,2017-12-18,First Class,AG-10330,OFF-AR-10001315,Office Supplies,Art,9,1.43,20,12.67
CA-2017-141103,2017-07-30,Standard Class,JF-15355,TEC-PH-10003589,Technology,Phones,5,43.18,0,89.95
CA-2014-154781,2014-11-21,Standard Class,SC-20680,OFF-PA-10001609,Office Supplies,Paper,2,3.03,0,6.58
CA-2014-154781,2014-11-21,Standard Class,SC-20680,TEC-AC-10000474,Technology,Accessories,1,28.5,0,94.99
CA-2015-147816,2015-09-24,Second Class,CM-11935,TEC-PH-10003095,Technology,Phones,2,13.17,20,35.12
CA-2017-105326,2017-08-20,Standard Class,KT-16480,OFF-PA-10001639,Office Supplies,Paper,4,12.44,0,25.92
CA-2016-133613,2016-06-17,Standard Class,CP-12340,OFF-BI-10002003,Office Supplies,Binders,2,3.74,0,7.96
CA-2016-133613,2016-06-17,Standard Class,CP-12340,TEC-PH-10004539,Technology,Phones,3,153.08,0,566.97
CA-2016-133613,2016-06-17,Standard Class,CP-12340,OFF-AR-10003829,Office Supplies,Art,3,2.85,0,9.84
CA-2015-109113,2015-12-19,Standard Class,EK-13795,TEC-AC-10004761,Technology,Accessories,2,4.78,20,25.49
CA-2015-156153,2015-05-31,Second Class,CW-11905,OFF-FA-10003472,Office Supplies,Fasteners,6,0.3,0,7.56
CA-2015-133242,2015-06-18,Standard Class,KH-16510,FUR-FU-10003464,Furniture,Furnishings,3,19.47,0,60.84
CA-2015-133242,2015-06-18,Standard Class,KH-16510,OFF-ST-10003716,Office Supplies,Storage,2,58.51,0,450.04
CA-2015-133242,2015-06-18,Standard Class,KH-16510,OFF-BI-10004002,Office Supplies,Binders,2,16.61,0,34.6
CA-2015-133242,2015-06-18,Standard Class,KH-16510,TEC-PH-10002496,Technology,Phones,3,140.39,0,467.97
CA-2015-133242,2015-06-18,Standard Class,KH-16510,OFF-BI-10004826,Office Supplies,Binders,2,15.85,0,33.02
CA-2015-158323,2015-11-30,First Class,AB-10600,FUR-FU-10001546,Furniture,Furnishings,2,1.07,20,17.09
CA-2015-161795,2015-12-21,Second Class,AH-10075,OFF-AR-10001919,Office Supplies,Art,2,0.34,20,3.01
CA-2017-100902,2017-11-17,Standard Class,CK-12595,OFF-PA-10002558,Office Supplies,Paper,7,93.88,20,268.24
CA-2017-100902,2017-11-17,Standard Class,CK-12595,TEC-AC-10003174,Technology,Accessories,5,107.79,20,431.16
CA-2017-112844,2017-11-13,Second Class,SP-20620,TEC-PH-10003988,Technology,Phones,4,12.21,0,43.6
CA-2017-112844,2017-11-13,Second Class,SP-20620,FUR-FU-10004845,Furniture,Furnishings,3,30.99,0,154.95
CA-2016-158925,2016-10-24,Standard Class,JP-15460,OFF-PA-10003072,Office Supplies,Paper,3,5.44,20,15.55
CA-2014-155390,2014-12-06,Standard Class,BG-11035,OFF-PA-10003641,Office Supplies,Paper,2,13.72,20,42.21
CA-2017-123071,2017-12-03,First Class,CC-12550,OFF-PA-10003729,Office Supplies,Paper,2,3.63,20,10.37
CA-2017-156391,2017-09-26,First Class,SL-20155,OFF-AR-10003251,Office Supplies,Art,1,0.56,20,2.22
CA-2015-103093,2015-02-03,Standard Class,FO-14305,OFF-EN-10003286,Office Supplies,Envelopes,9,35.02,0,74.52
US-2017-118941,2017-08-12,Same Day,BB-11545,OFF-AR-10004078,Office Supplies,Art,3,5.26,0,17.52
US-2017-118941,2017-08-12,Same Day,BB-11545,FUR-CH-10002331,Furniture,Chairs,5,373.78,0,1779.9
US-2017-118941,2017-08-12,Same Day,BB-11545,OFF-AR-10001953,Office Supplies,Art,5,59.37,0,219.9
CA-2015-169299,2015-08-24,First Class,DO-13435,OFF-AR-10002053,Office Supplies,Art,3,0.72,20,7.15
CA-2017-154088,2017-11-12,Standard Class,LB-16735,OFF-PA-10003651,Office Supplies,Paper,5,9.35,20,26.72
CA-2016-155978,2016-08-01,Same Day,TS-21205,TEC-PH-10002885,Technology,Phones,2,90.98,20,1039.73
CA-2016-155978,2016-08-01,Same Day,TS-21205,OFF-AP-10002892,Office Supplies,Appliances,2,13.79,0,45.96
CA-2016-108196,2016-11-25,Standard Class,CS-12505,OFF-BI-10000545,Office Supplies,Binders,2,-304.39,70,456.59
CA-2016-108196,2016-11-25,Standard Class,CS-12505,TEC-MA-10000418,Technology,Machines,5,-6599.98,70,4499.99
CA-2016-108196,2016-11-25,Standard Class,CS-12505,TEC-AC-10000926,Technology,Accessories,3,12.0,20,59.98
CA-2016-152800,2016-04-13,First Class,SP-20920,OFF-EN-10001509,Office Supplies,Envelopes,3,2.88,0,6.12
CA-2014-166961,2014-12-27,Standard Class,CD-12790,OFF-AP-10001366,Office Supplies,Appliances,1,2.96,0,10.98
CA-2014-166961,2014-12-27,Standard Class,CD-12790,OFF-FA-10003485,Office Supplies,Fasteners,3,3.62,0,7.86
CA-2014-166961,2014-12-27,Standard Class,CD-12790,OFF-ST-10004507,Office Supplies,Storage,3,13.89,0,51.45
CA-2014-166961,2014-12-27,Standard Class,CD-12790,OFF-BI-10002353,Office Supplies,Binders,3,13.9,20,37.06
CA-2016-139381,2016-04-18,Standard Class,RF-19840,OFF-AP-10001271,Office Supplies,Appliances,4,55.06,0,203.92
CA-2016-139381,2016-04-18,Standard Class,RF-19840,TEC-PH-10004924,Technology,Phones,4,7.98,0,29.56
CA-2015-132136,2015-03-08,Standard Class,FO-14305,OFF-BI-10002706,Office Supplies,Binders,3,-14.57,80,8.57
CA-2016-162236,2016-11-04,Second Class,ER-13855,OFF-ST-10003442,Office Supplies,Storage,2,3.96,20,45.25
CA-2016-162236,2016-11-04,Second Class,ER-13855,FUR-TA-10002533,Furniture,Tables,10,-292.1,40,876.3
CA-2016-162236,2016-11-04,Second Class,ER-13855,OFF-SU-10003505,Office Supplies,Supplies,2,-34.76,20,185.38
US-2014-111353,2014-11-29,Standard Class,PB-19150,OFF-LA-10002762,Office Supplies,Labels,2,11.78,0,25.06
US-2016-117037,2016-05-17,First Class,LW-17215,OFF-BI-10000279,Office Supplies,Binders,1,-4.77,80,2.89
US-2016-117037,2016-05-17,First Class,LW-17215,OFF-FA-10000936,Office Supplies,Fasteners,3,2.47,20,7.9
US-2016-117037,2016-05-17,First Class,LW-17215,FUR-FU-10004973,Furniture,Furnishings,3,-10.17,60,22.61
US-2016-117037,2016-05-17,First Class,LW-17215,OFF-PA-10000791,Office Supplies,Paper,8,9.54,20,30.53
CA-2017-160801,2017-09-19,Same Day,FG-14260,OFF-BI-10001132,Office Supplies,Binders,3,-3.39,70,4.84
CA-2016-108364,2016-12-19,Standard Class,BP-11050,OFF-BI-10002012,Office Supplies,Binders,5,-2.88,80,1.8
CA-2017-169362,2017-10-12,First Class,SP-20860,TEC-AC-10001383,Technology,Accessories,2,-1.5,20,39.98
CA-2015-127481,2015-12-12,Second Class,JD-15895,OFF-PA-10002036,Office Supplies,Paper,5,15.88,0,32.4
CA-2015-127481,2015-12-12,Second Class,JD-15895,OFF-PA-10002377,Office Supplies,Paper,2,48.94,0,97.88
CA-2015-112711,2015-07-12,Standard Class,FM-14380,TEC-PH-10000526,Technology,Phones,4,30.72,20,307.17
US-2015-145121,2015-10-02,Standard Class,MP-17965,OFF-BI-10001078,Office Supplies,Binders,5,13.18,0,26.9
CA-2017-166184,2017-03-24,First Class,HR-14830,OFF-EN-10004483,Office Supplies,Envelopes,3,22.09,0,47.01
CA-2017-166184,2017-03-24,First Class,HR-14830,TEC-PH-10002624,Technology,Phones,1,136.3,0,469.99
CA-2017-166184,2017-03-24,First Class,HR-14830,FUR-CH-10003396,Furniture,Chairs,3,2.31,10,207.85
CA-2017-157413,2017-06-01,Standard Class,BW-11065,OFF-ST-10002756,Office Supplies,Storage,3,-77.13,20,324.74
CA-2014-143637,2014-03-24,Second Class,MS-17710,FUR-FU-10002813,Furniture,Furnishings,2,14.57,0,40.48
CA-2015-102260,2015-09-22,Standard Class,SJ-20125,OFF-LA-10003714,Office Supplies,Labels,4,4.2,20,12.0
CA-2015-102260,2015-09-22,Standard Class,SJ-20125,OFF-ST-10003716,Office Supplies,Storage,4,-63.01,20,720.06
CA-2015-102260,2015-09-22,Standard Class,SJ-20125,OFF-ST-10002289,Office Supplies,Storage,1,-4.77,20,25.42
CA-2015-102260,2015-09-22,Standard Class,SJ-20125,OFF-AR-10001315,Office Supplies,Art,2,0.32,20,2.82
CA-2015-102260,2015-09-22,Standard Class,SJ-20125,OFF-BI-10000042,Office Supplies,Binders,2,-2.56,70,3.2
US-2016-137295,2016-01-08,Standard Class,VS-21820,OFF-BI-10004236,Office Supplies,Binders,7,-24.66,70,30.83
US-2016-137295,2016-01-08,Standard Class,VS-21820,OFF-AR-10001955,Office Supplies,Art,3,5.95,20,47.62
US-2016-137295,2016-01-08,Standard Class,VS-21820,TEC-PH-10004080,Technology,Phones,2,10.88,20,108.78
CA-2016-134334,2016-02-14,First Class,DK-13090,OFF-PA-10000791,Office Supplies,Paper,1,2.15,0,4.77
CA-2016-134334,2016-02-14,First Class,DK-13090,OFF-AR-10001770,Office Supplies,Art,3,2.07,0,7.98
CA-2016-134334,2016-02-14,First Class,DK-13090,FUR-TA-10002356,Furniture,Tables,3,-47.18,30,550.43
CA-2016-134334,2016-02-14,First Class,DK-13090,FUR-FU-10003274,Furniture,Furnishings,6,4.65,0,10.56
US-2017-109316,2017-06-08,First Class,MG-17680,FUR-BO-10004834,Furniture,Bookcases,2,140.96,15,1497.67
US-2017-109316,2017-06-08,First Class,MG-17680,TEC-PH-10000307,Technology,Phones,2,-3.5,20,17.52
CA-2016-138478,2016-10-21,Second Class,DP-13390,OFF-AR-10002240,Office Supplies,Art,3,29.44,0,113.22
CA-2016-138478,2016-10-21,Second Class,DP-13390,OFF-PA-10001801,Office Supplies,Paper,6,17.58,0,35.88
CA-2016-138478,2016-10-21,Second Class,DP-13390,OFF-BI-10001120,Office Supplies,Binders,3,1644.29,20,4535.98
CA-2017-150469,2017-01-26,Standard Class,CJ-12010,OFF-FA-10000611,Office Supplies,Fasteners,8,5.68,0,11.84
CA-2017-152436,2017-12-08,Second Class,CW-11905,OFF-ST-10000036,Office Supplies,Storage,6,160.04,0,592.74
CA-2016-169334,2016-10-21,Second Class,GW-14605,OFF-ST-10004950,Office Supplies,Storage,9,6.98,20,111.67
US-2014-115413,2014-08-26,Standard Class,PP-18955,OFF-AR-10003770,Office Supplies,Art,3,2.51,0,8.64
US-2014-115413,2014-08-26,Standard Class,PP-18955,TEC-AC-10002800,Technology,Accessories,3,52.49,0,149.97
CA-2014-125150,2014-05-16,Standard Class,PW-19030,FUR-CH-10002439,Furniture,Chairs,5,17.47,20,232.88
CA-2015-127327,2015-02-03,Standard Class,PW-19030,FUR-CH-10004218,Furniture,Chairs,1,15.15,10,90.88
CA-2017-117114,2017-10-31,Standard Class,CY-12745,TEC-PH-10004042,Technology,Phones,4,38.16,20,508.77
CA-2017-117114,2017-10-31,Standard Class,CY-12745,OFF-EN-10001137,Office Supplies,Envelopes,3,3.22,20,9.91
CA-2015-137302,2015-04-26,Standard Class,BW-11110,FUR-CH-10002017,Furniture,Chairs,3,6.39,20,63.94
CA-2015-137302,2015-04-26,Standard Class,BW-11110,OFF-AR-10000588,Office Supplies,Art,3,15.48,0,59.52
CA-2015-137302,2015-04-26,Standard Class,BW-11110,TEC-PH-10003174,Technology,Phones,3,39.0,20,311.98
CA-2015-137302,2015-04-26,Standard Class,BW-11110,OFF-BI-10001524,Office Supplies,Binders,3,17.62,20,50.35
CA-2016-112382,2016-05-09,Standard Class,MB-18085,TEC-PH-10001552,Technology,Phones,2,1.91,20,19.14
CA-2015-128958,2015-01-24,Standard Class,CR-12820,OFF-AR-10004757,Office Supplies,Art,5,2.13,20,13.12
CA-2015-106257,2015-04-13,Second Class,EB-14110,FUR-TA-10002530,Furniture,Tables,2,-15.1,20,241.57
CA-2015-106257,2015-04-13,Second Class,EB-14110,TEC-PH-10001494,Technology,Phones,2,41.99,20,479.92
CA-2015-149083,2015-09-25,Standard Class,SH-19975,FUR-CH-10004289,Furniture,Chairs,4,-11.52,20,307.14
CA-2015-149083,2015-09-25,Standard Class,SH-19975,OFF-LA-10002945,Office Supplies,Labels,2,5.8,0,12.6
CA-2015-149083,2015-09-25,Standard Class,SH-19975,TEC-AC-10002567,Technology,Accessories,2,57.59,0,159.98
US-2014-137869,2014-03-28,Standard Class,CV-12295,OFF-EN-10001509,Office Supplies,Envelopes,3,2.88,0,6.12
US-2014-137869,2014-03-28,Standard Class,CV-12295,FUR-TA-10003954,Furniture,Tables,4,106.62,0,1184.72
CA-2016-116603,2016-07-17,Standard Class,AT-10735,OFF-AP-10002892,Office Supplies,Appliances,2,13.79,0,45.96
CA-2014-158470,2014-04-19,Second Class,AG-10390,OFF-BI-10003638,Office Supplies,Binders,3,26.7,0,58.05
CA-2014-158470,2014-04-19,Second Class,AG-10390,OFF-PA-10001569,Office Supplies,Paper,11,34.21,0,71.28
US-2017-123834,2017-07-21,Standard Class,GM-14500,FUR-TA-10001676,Furniture,Tables,4,-21.33,30,124.4
CA-2015-125976,2015-09-27,Standard Class,JK-15205,OFF-PA-10001125,Office Supplies,Paper,5,69.71,0,154.9
CA-2015-125976,2015-09-27,Standard Class,JK-15205,TEC-PH-10002496,Technology,Phones,12,561.56,0,1871.88
CA-2016-128706,2016-02-27,Standard Class,DW-13540,FUR-FU-10004053,Furniture,Furnishings,2,-6.88,60,16.19
CA-2016-104311,2016-05-02,Standard Class,AS-10090,OFF-ST-10000321,Office Supplies,Storage,3,-3.79,20,18.94
CA-2016-104311,2016-05-02,Standard Class,AS-10090,OFF-ST-10002957,Office Supplies,Storage,3,-3.17,20,12.67
CA-2016-104311,2016-05-02,Standard Class,AS-10090,OFF-LA-10000973,Office Supplies,Labels,2,1.76,20,5.04
CA-2014-169649,2014-12-09,Standard Class,TS-21205,OFF-PA-10000143,Office Supplies,Paper,2,2.96,20,8.45
CA-2014-169649,2014-12-09,Standard Class,TS-21205,OFF-AP-10003287,Office Supplies,Appliances,2,-53.01,80,20.39
CA-2015-144890,2015-12-25,Standard Class,SM-20320,OFF-PA-10001526,Office Supplies,Paper,2,4.88,0,9.96
CA-2017-135587,2017-12-07,Standard Class,BH-11710,OFF-AP-10004540,Office Supplies,Appliances,4,89.78,0,320.64
CA-2017-135587,2017-12-07,Standard Class,BH-11710,TEC-AC-10001266,Technology,Accessories,4,23.4,0,52.0
CA-2014-103429,2014-05-30,First Class,LW-16825,OFF-BI-10004233,Office Supplies,Binders,2,8.95,20,25.58
CA-2014-103429,2014-05-30,First Class,LW-16825,TEC-PH-10003505,Technology,Phones,5,134.56,0,464.0
CA-2014-103429,2014-05-30,First Class,LW-16825,OFF-AP-10001005,Office Supplies,Appliances,3,77.86,0,235.95
CA-2014-103429,2014-05-30,First Class,LW-16825,OFF-PA-10001712,Office Supplies,Paper,4,17.98,0,39.96
CA-2017-152261,2017-03-02,Standard Class,JA-15970,OFF-BI-10002353,Office Supplies,Binders,4,-12.35,70,18.53
CA-2015-142993,2015-10-12,Standard Class,KA-16525,TEC-AC-10003038,Technology,Accessories,2,3.4,0,17.9
CA-2015-142993,2015-10-12,Standard Class,KA-16525,OFF-ST-10000934,Office Supplies,Storage,2,0.0,0,81.96
CA-2015-143364,2015-07-14,Second Class,TG-21310,OFF-ST-10002743,Office Supplies,Storage,3,-64.77,20,272.74
CA-2015-143364,2015-07-14,Second Class,TG-21310,OFF-PA-10001846,Office Supplies,Paper,4,6.7,20,18.5
CA-2015-143364,2015-07-14,Second Class,TG-21310,FUR-CH-10004287,Furniture,Chairs,2,49.72,20,441.92
CA-2015-143364,2015-07-14,Second Class,TG-21310,FUR-BO-10001608,Furniture,Bookcases,6,-191.65,70,127.76
CA-2014-100972,2014-11-19,Second Class,DB-13360,OFF-PA-10000357,Office Supplies,Paper,3,79.89,0,166.44
CA-2016-136994,2016-05-27,Standard Class,LS-17245,OFF-PA-10000575,Office Supplies,Paper,2,6.15,0,13.38
US-2017-166233,2017-07-03,Standard Class,MO-17950,TEC-AC-10002167,Technology,Accessories,2,-2.7,20,24.0
CA-2017-122112,2017-09-25,Standard Class,CA-11965,OFF-EN-10004459,Office Supplies,Envelopes,4,8.86,20,24.45
CA-2016-101672,2016-10-03,Standard Class,DB-12910,OFF-LA-10002271,Office Supplies,Labels,2,2.96,0,6.16
CA-2016-101672,2016-10-03,Standard Class,DB-12910,FUR-CH-10004063,Furniture,Chairs,4,102.95,20,915.14
CA-2016-101672,2016-10-03,Standard Class,DB-12910,OFF-PA-10004610,Office Supplies,Paper,2,3.85,0,8.56
CA-2016-101672,2016-10-03,Standard Class,DB-12910,OFF-PA-10001878,Office Supplies,Paper,2,45.98,0,97.82
CA-2017-168403,2017-09-09,Standard Class,DK-12835,OFF-PA-10002036,Office Supplies,Paper,6,11.28,20,31.1
CA-2017-168403,2017-09-09,Standard Class,DK-12835,OFF-AP-10003278,Office Supplies,Appliances,1,0.84,20,11.18
CA-2015-148705,2015-03-12,Standard Class,EB-14170,OFF-LA-10001641,Office Supplies,Labels,2,1.76,20,5.04
CA-2016-160241,2016-11-29,Second Class,DR-12940,FUR-FU-10003806,Furniture,Furnishings,4,-302.72,60,242.18
CA-2016-155747,2016-06-14,Standard Class,JS-15685,FUR-TA-10003392,Furniture,Tables,2,-118.01,40,337.18
CA-2017-118017,2017-12-03,Second Class,LC-16870,OFF-AR-10003856,Office Supplies,Art,6,1.0,20,13.34
CA-2017-118017,2017-12-03,Second Class,LC-16870,TEC-AC-10002006,Technology,Accessories,6,10.55,20,76.75
CA-2017-118017,2017-12-03,Second Class,LC-16870,TEC-AC-10002006,Technology,Accessories,8,14.07,20,102.34
CA-2017-118017,2017-12-03,Second Class,LC-16870,OFF-PA-10002246,Office Supplies,Paper,2,3.74,20,10.32
CA-2017-118017,2017-12-03,Second Class,LC-16870,OFF-SU-10004782,Office Supplies,Supplies,7,5.92,20,47.32
CA-2017-118017,2017-12-03,Second Class,LC-16870,FUR-FU-10004351,Furniture,Furnishings,3,7.01,20,23.38
CA-2017-118017,2017-12-03,Second Class,LC-16870,FUR-FU-10004270,Furniture,Furnishings,5,3.34,20,16.72
CA-2017-118017,2017-12-03,Second Class,LC-16870,FUR-FU-10004053,Furniture,Furnishings,1,4.66,20,16.19
CA-2016-113117,2016-08-16,Standard Class,JP-15520,OFF-PA-10000019,Office Supplies,Paper,5,15.55,0,32.4
CA-2016-148684,2016-12-25,Standard Class,TS-21655,OFF-AR-10003811,Office Supplies,Art,9,5.37,0,19.89
CA-2016-148684,2016-12-25,Standard Class,TS-21655,TEC-AC-10001838,Technology,Accessories,2,171.99,0,399.98
CA-2016-148684,2016-12-25,Standard Class,TS-21655,FUR-FU-10003553,Furniture,Furnishings,5,137.54,0,343.85
CA-2016-148684,2016-12-25,Standard Class,TS-21655,OFF-PA-10003302,Office Supplies,Paper,3,49.97,0,106.32
CA-2017-125367,2017-07-23,Standard Class,NM-18445,OFF-BI-10002412,Office Supplies,Binders,3,4.35,20,13.92
CA-2017-124744,2017-06-21,Standard Class,EH-14125,OFF-BI-10002852,Office Supplies,Binders,5,40.38,0,82.4
CA-2017-124744,2017-06-21,Standard Class,EH-14125,OFF-BI-10000145,Office Supplies,Binders,2,3.06,0,6.24
CA-2017-124744,2017-06-21,Standard Class,EH-14125,OFF-PA-10001970,Office Supplies,Paper,8,219.44,0,447.84
CA-2017-128363,2017-08-13,Standard Class,DC-12850,OFF-AP-10001563,Office Supplies,Appliances,7,30.61,20,272.05
CA-2017-128363,2017-08-13,Standard Class,DC-12850,OFF-BI-10001359,Office Supplies,Binders,6,-1237.85,70,1614.58
CA-2017-128363,2017-08-13,Standard Class,DC-12850,OFF-FA-10003495,Office Supplies,Fasteners,5,9.12,20,24.32
CA-2017-128363,2017-08-13,Standard Class,DC-12850,TEC-AC-10003709,Technology,Accessories,2,0.48,20,1.58
CA-2017-128363,2017-08-13,Standard Class,DC-12850,FUR-FU-10003268,Furniture,Furnishings,1,0.0,20,31.98
CA-2017-128363,2017-08-13,Standard Class,DC-12850,OFF-EN-10003845,Office Supplies,Envelopes,5,4.8,20,14.76
CA-2017-128363,2017-08-13,Standard Class,DC-12850,FUR-CH-10002073,Furniture,Chairs,2,47.66,20,423.65
CA-2015-126669,2015-11-07,Standard Class,DO-13645,OFF-PA-10001357,Office Supplies,Paper,2,26.82,20,76.64
US-2015-118766,2015-10-15,Standard Class,LS-16975,OFF-EN-10001415,Office Supplies,Envelopes,1,1.67,20,4.46
US-2015-118766,2015-10-15,Standard Class,LS-16975,OFF-BI-10002813,Office Supplies,Binders,10,-6.93,80,3.96
CA-2016-112585,2016-07-30,First Class,RW-19630,OFF-AP-10003849,Office Supplies,Appliances,2,178.91,0,715.64
CA-2016-149762,2016-12-03,Standard Class,RD-19720,FUR-TA-10004147,Furniture,Tables,3,6.72,20,268.7
CA-2016-149762,2016-12-03,Standard Class,RD-19720,OFF-AR-10001662,Office Supplies,Art,8,5.92,0,21.92
CA-2016-149762,2016-12-03,Standard Class,RD-19720,OFF-ST-10001558,Office Supplies,Storage,3,7.31,0,48.72
CA-2016-149762,2016-12-03,Standard Class,RD-19720,FUR-BO-10001337,Furniture,Bookcases,2,-12.1,15,205.67
CA-2016-167605,2016-04-28,Second Class,RB-19570,FUR-FU-10001602,Furniture,Furnishings,2,-31.86,60,30.34
US-2017-105697,2017-08-25,First Class,JE-15715,OFF-ST-10003996,Office Supplies,Storage,2,1.93,20,25.7
CA-2017-165323,2017-06-17,Standard Class,SR-20740,TEC-MA-10003673,Technology,Machines,5,1668.21,0,3404.5
CA-2017-165323,2017-06-17,Standard Class,SR-20740,TEC-AC-10004992,Technology,Accessories,3,8.11,0,101.34
CA-2015-110891,2015-11-20,Standard Class,PO-19195,FUR-CH-10002880,Furniture,Chairs,4,-93.47,30,344.37
CA-2017-100783,2017-09-04,Second Class,JK-16120,OFF-AR-10000380,Office Supplies,Art,1,3.8,20,30.38
CA-2015-152513,2015-07-04,Second Class,JP-16135,OFF-BI-10002706,Office Supplies,Binders,2,7.43,20,22.85
CA-2017-139822,2017-09-15,Standard Class,Dp-13240,OFF-ST-10000943,Office Supplies,Storage,2,10.81,0,38.62
CA-2017-139822,2017-09-15,Standard Class,Dp-13240,TEC-AC-10001090,Technology,Accessories,2,10.8,0,59.98
CA-2017-107713,2017-03-13,Standard Class,JB-16000,OFF-BI-10002026,Office Supplies,Binders,3,81.92,0,174.3
CA-2017-134096,2017-09-24,Standard Class,PP-18955,TEC-PH-10000526,Technology,Phones,5,38.4,20,383.96
CA-2017-134096,2017-09-24,Standard Class,PP-18955,OFF-BI-10004002,Office Supplies,Binders,3,-11.42,70,15.57
CA-2016-125843,2016-08-13,First Class,RF-19840,OFF-BI-10002309,Office Supplies,Binders,4,10.71,0,22.32
CA-2016-125843,2016-08-13,First Class,RF-19840,OFF-LA-10003923,Office Supplies,Labels,7,51.8,0,103.6
CA-2017-120404,2017-11-20,Second Class,KH-16330,TEC-AC-10003433,Technology,Accessories,3,1.34,0,2.97
CA-2017-120404,2017-11-20,Second Class,KH-16330,TEC-PH-10001363,Technology,Phones,1,171.0,0,569.99
CA-2017-120404,2017-11-20,Second Class,KH-16330,FUR-FU-10000820,Furniture,Furnishings,3,9.17,0,50.97
CA-2017-167549,2017-07-25,First Class,EM-14200,FUR-TA-10004767,Furniture,Tables,6,-4.26,30,298.12
CA-2016-120082,2016-03-25,Second Class,DK-12835,OFF-AR-10001955,Office Supplies,Art,3,17.86,0,59.52
US-2016-168095,2016-07-15,Standard Class,MC-17425,FUR-CH-10004886,Furniture,Chairs,3,23.03,20,230.28
US-2016-168095,2016-07-15,Standard Class,MC-17425,OFF-PA-10003641,Office Supplies,Paper,5,34.29,20,105.52
CA-2017-166093,2017-08-17,Standard Class,RW-19540,OFF-EN-10003134,Office Supplies,Envelopes,2,11.68,0,23.36
CA-2017-166093,2017-08-17,Standard Class,RW-19540,TEC-PH-10002564,Technology,Phones,3,9.0,20,71.98
CA-2017-166093,2017-08-17,Standard Class,RW-19540,OFF-PA-10003893,Office Supplies,Paper,2,3.85,0,8.56
CA-2017-166093,2017-08-17,Standard Class,RW-19540,OFF-BI-10000174,Office Supplies,Binders,3,4.87,20,13.92
CA-2017-166093,2017-08-17,Standard Class,RW-19540,OFF-AP-10001058,Office Supplies,Appliances,9,654.76,0,2518.29
CA-2017-166093,2017-08-17,Standard Class,RW-19540,OFF-ST-10001496,Office Supplies,Storage,3,140.55,0,540.57
CA-2017-166093,2017-08-17,Standard Class,RW-19540,OFF-BI-10004230,Office Supplies,Binders,8,77.37,20,221.06
CA-2016-146325,2016-12-14,First Class,DS-13180,FUR-CH-10001146,Furniture,Chairs,2,-9.16,20,81.42
CA-2016-146325,2016-12-14,First Class,DS-13180,OFF-ST-10001590,Office Supplies,Storage,10,35.05,0,134.8
CA-2017-134194,2017-12-25,Standard Class,GA-14725,OFF-BI-10003684,Office Supplies,Binders,9,-59.37,80,39.58
CA-2017-134194,2017-12-25,Standard Class,GA-14725,OFF-SU-10000946,Office Supplies,Supplies,7,5.03,20,44.69
CA-2017-134194,2017-12-25,Standard Class,GA-14725,OFF-AR-10001615,Office Supplies,Art,2,2.38,20,31.74
CA-2017-134194,2017-12-25,Standard Class,GA-14725,OFF-BI-10001597,Office Supplies,Binders,5,-65.57,80,40.98
